Comment,Designator,Footprint,LCSC
"Conn_01x01_Socket","J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22","TestPoint:TestPoint_Pad_D1.0mm",""
"DX07P024MJ1R1500","J11","DX07P024MJ1R1500:JAE_DX07P024MJ1R1500","C134112"
